publishedAt,title,tags,duration_in_seconds,viewCount,likeCount,Date of release ,# of days ,Views per day 
2015-03-11T12:00:01Z,What Do You Hear? | Animal Song | Super Simple Songs,"['kindergarten', 'listen song', 'Animal Song for Children', 'kids animal song', 'song for toddlers', 'preschool', 'EFL', 'English songs for kids', 'kids song', 'animal song', 'animal sounds', 'www.supersimplelearning.com', 'Simple Songs (Composition)', 'kindergarten song', 'rhymes', ""children's song"", 'Super Simple Songs', 'preschool song', 'song for kids', 'nursery', 'ESL', 'farm animal']",193,165123934,274649,2015-03-11,"3,132",52722
2018-05-31T14:30:01Z,What's Your Favorite Color? | Kids Songs | Super Simple Songs,"['kids songs', ""what's your favorite color"", 'colors song', ""what's your favorite color song"", 'songs for kids', 'nursery rhymes', 'super simple songs', 'colours song', 'colours song for kids', 'color song kids', 'rainbow colors', 'yellow color', 'blue color', 'green color', 'orange color', 'purple color', 'red color', 'preschool songs', 'toddlers', 'songs for toddlers', 'children’s songs', 'videos for kids', 'baby nursery rhymes', 'favourite colour', 'colours']",122,164696074,434369,2018-05-31,"1,955",84244
2013-08-22T13:00:39Z,Old MacDonald Had A Farm | Kids Songs | Super Simple Songs,"['Old MacDonald Had A Farm (Composition)', 'Old McDonald Had A Farm', 'Farm Animals Song', 'Old McDonald', 'Old Macdonald', 'Super Simple Old McDonald', 'EIEIO', 'Animal Song', 'Farm Song', 'Super Simple Old MacDonald', 'Ol Mcdonald', 'Animals Song', 'Old Macdonald Had A Farm (Film)', 'preschool', 'kindergarten', 'kids songs', 'childrens songs', 'nursery rhymes', 'learning farm animals', 'learn farm animals']",210,163224717,256207,2013-08-22,"3,698",44139
2018-09-27T14:30:04Z,The Bees Go Buzzing | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'counting song', 'number songs for kids', 'the bees go buzzing', 'bees for kids', 'the bees go buzzing song', 'kids videos', 'the ants go marching one by one hurrah', 'the ants go marching', 'songs for children', 'counting bee song', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'videos for kids', 'rhyme']",283,162332914,128539,2018-09-27,"1,836",88417
2016-05-25T15:25:52Z,Old McDonald Had A Farm Sing-along | Nursery Rhyme | #readalong with Super Simple Songs,"['old macdonald had a farm', 'old mcdonald had a farm', '#nurseryrhymes', 'sing-a-long', 'old macdonald', 'old mcdonald', 'Nursery Rhymes', 'Nursery Rhymes for kids', 'nursery rhyme', 'singalong', 'nursery', 'karaoke', 'rhymes', '#readalong', 'Super Simple Songs']",437,161968228,314538,2016-05-25,"2,691",60189
2019-02-07T15:30:02Z,The Wheels On The Bus (Noodle & Pals Version) | Super Simple Songs,"['nursery rhymes', 'the wheels on the bus', 'wheels on the bus', 'the wheels on the bus noodles and pals', 'the wheels on the go round and round', 'the wheels on the bus song', 'wheels on the bus 2', 'wheels on the bus go round and round', 'kids songs', 'songs for kids', 'noodles and pals', 'education', 'educational videos', 'family', 'the bus song', 'preschool', 'homeschool']",153,160180381,181556,2019-02-07,"1,703",94058
2016-05-26T15:19:54Z,Wheels On The Bus Sing-along | Nursery Rhyme | #readalong with Super Simple Songs,"['#nurseryrhymes', 'singalong', 'sing-a-long', 'Super Simple Songs', 'rhymes', 'wheels on the bus', 'Nursery Rhymes', 'Nursery Rhymes for kids', 'the wheels on the bus', 'nursery', 'nursery rhyme', 'karaoke', 'wheels on the bus go round and round', '#readalong']",312,159311046,519544,2016-05-26,"2,690",59223
2015-01-28T13:00:10Z,My Teddy Bear | Super Simple Songs,"['EFL', ""Teddy Bears' Picnic (Composition)"", 'Kids Song', 'Toddler Song', 'Preschool', 'nursery', 'rhymes', 'Preschool Song', 'Simple Songs (Composition)', 'Toddlerific', 'www.supersimplelearning.com', 'Teddy Bear (Composition)', 'Toddler', 'ESL', 'Parts of the Body', 'Super Simple Songs', 'Teddy Bear Song', ""Children's Song""]",139,158616543,230323,2015-01-28,"3,174",49974
2016-11-26T16:30:00Z,Baby Shark | featuring Finny The Shark | Super Simple Songs,"['kids songs', ""children's songs"", 'songs for kids', 'baby shark', 'shark song', 'baby shark song', 'kids', 'family', 'education', 'nursery rhymes', 'rhymes', 'kids song', 'Super Simple Songs', 'children', 'preschool', 'funny baby', 'giant shark', 'song for kids', 'learning', 'magic toys', 'baby', 'videos for kids', 'kids videos', 'educational', 'family friendly', 'for kids']",190,154169359,224664,2016-11-26,"2,506",61520
2020-04-30T10:30:04Z,Pizza Party | Super Simple Songs,"['pizza party', 'pizza party song', 'kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'pizza song for kids', 'food songs for kids', 'super simple puppets', 'children songs']",132,153716060,226318,2020-04-30,"1,255",122483
2007-05-12T09:14:13Z,ABC Song | Super Simple Songs,"['rhymes', 'School', 'istopmotion', 'toddlers', 'student', 'Alphabet Song', 'supersimplesongs', 'language', 'teachers', 'kids songs', 'english', 'childrens music', ""children's songs"", 'alphabet', 'lessons', 'nursery rhymes', 'animation', 'こども英会話', 'educational', '英語', 'homeschool', 'Kids (Film)', 'stop motion', 'the alphabet song', 'EFL', 'ESL', 'abcs', 'kids', 'students', 'education', 'children', 'parents', 'family', 'nursery', 'cartoons', 'ABC Song', 'toys', 'mother goose']",63,152853779,46776,2007-05-12,"5,992",25510
2020-02-20T16:00:00Z,Super Simple Songs featuring the Super Simple Monsters!,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'apples and bananas song', 'are you hungry song', 'brush your teeth songs', 'down by the bay', 'open shut them', ""what's this what's that"", 'baby songs', 'children songs']",1933,149428556,310837,2020-02-20,"1,325",112776
2014-09-10T12:30:01Z,Go Away! | Super Simple Songs,"['Super Simple Songs', 'preschool song', 'preschool', 'Super Simple Learning', 'rhymes', 'autism', 'Halloween', 'childrens songs', 'nursery', 'ESL songs', 'kids monster song', 'go away', 'kids halloween song', 'kindergarten', 'nursery school', 'monster song', 'song for toddlers', 'kids songs', 'songs for kids', 'nursery rhymes', 'English kids song', 'special education', 'English songs for kids']",115,149375789,170106,2014-09-10,"3,314",45074
2018-05-03T14:30:00Z,Open Shut Them #2 | Kids Songs | Super Simple Songs,"['kids songs', 'open shut them', 'open shut them song for kids', 'opposites songs', 'songs for kids', 'opposites song for kids', 'opposites song for preschoolers', 'opposites song for toddlers', 'opposites song', 'open shut them 2', 'opposites song for kindergarten', 'nursery rhymes', 'super simple songs', 'opposite song', 'open shut them simple songs', 'kids videos', 'songs for children', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'for kids', 'for children']",149,143641795,116536,2018-05-03,"1,983",72437
2011-09-07T00:00:00Z,Seven Steps | Counting Song | Super Simple Songs,"['nursery', 'Seven', 'count to seven', 'students', 'efl', 'plans', 'counting song', 'rhymes', 'lessons', 'education', 'resources', 'Super Simple Songs', 'school', 'student', 'tutorial', 'Steps', 'educational', 'resource', 'Toddlerific', 'Seven Steps', 'Jeremy', 'teachers', 'Special Needs', 'tutorials', 'esl', 'preschool', 'kindergarten', 'teacher', 'learn', 'lesson', 'Homeschool', 'language', 'supersimplesongs']",119,142530042,204699,2011-09-07,"4,413",32298
2016-09-28T15:30:02Z,How Many Fingers? | Kids Songs | Super Simple Songs,"['Counting Song', 'Kids Song', 'Kids Songs', 'Childrens Song', 'Childrens Songs', 'Super Simple Songs', 'Finger Song', 'Counting', 'One Little Finger', 'Nursery Rhyme', 'Nursery Rhymes', 'How many fingers', 'how many toes', 'counting fingers', 'counting toes', 'monsters', 'fingers', 'toes', 'SuperSimpleSongs', 'count to 10', 'count to 5', 'numbers', 'education', 'numbers song', 'finger family', 'finger family song', 'five fingers', 'songs for kids']",182,141470906,173204,2016-09-28,"2,565",55154
2017-01-23T16:30:00Z,10 Little Dinosaurs | Kids Songs | Super Simple Songs,"['Kids Songs', 'dinosaur song', 'dinosaurs for kids', 'Songs for kids', ""Children's Songs"", 'nursery rhymes', 'dinosaurs', '10 little dinosaurs', 'kids', 'kids dinosaur song', 'Pterodactyl', 'Stegosaurus', 'Triceratops', 'Brontosaurus', 'Tyrannosaurus Rex', 'T-rex', 'Ten little dinosaurs', 'dinosores', 'dino song']",133,138563867,146729,2017-01-23,"2,448",56603
2007-04-10T07:30:42Z,Five Little Monkeys | Super Simple Songs,"['preschool', 'Count to five', 'counting song', 'monkeys jumping', 'english songs for children', 'little monkeys', 'nursery', 'song for kids', 'five little monkey', 'learn english counting', 'nursery songs', 'baby songs', 'jumping on bed', 'kid songs', 'five monkeys', 'SuperSimpleSongs', 'education', 'monkeys on the bed', '5 little monkeys', 'toddlers', 'kindergarten', 'five little ducks', 'rhymes', 'children song', 'ESL song', 'songs for kids', 'supersimplesongs', 'educational', 'five', 'little', 'monkeys', 'jumping', 'bed']",130,137629827,57231,2007-04-10,"6,024",22847
2019-11-07T11:45:00Z,My Happy Song | featuring Noodle & Pals | Super Simple Songs,"['this is my happy song', 'my happy song', 'kids songs', 'songs for kids', 'nursery rhymes', 'my happy song for kids', 'super simple songs', 'my happy song lyrics', 'noodle and pals songs', 'happy song', 'kids song', 'music for children', 'preschool', 'preschool song', 'kindergarten', 'daycare song', 'happy happy happy']",236,134642547,249771,2019-11-07,"1,430",94156
2021-09-16T15:00:37Z,Hush Little Baby | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'bedtime songs', 'goodnight song', 'hush little baby', 'classic lullaby', 'lullaby song', 'super simple songs lullaby', 'hush little baby lullaby', 'bedtime song for kids']",3737,132231300,382963,2021-09-16,751,176074
2018-03-01T15:30:01Z,Are You Hungry? | Kids Songs | Super Simple Songs,"['kids songs', 'are you hungry?', 'funny food song', 'are you hungry song for kids', 'are you hungry', 'are you hungry song', 'songs for kids', 'food song funny', 'nursery rhymes', 'food song', 'super simple songs', 'funny food song for kids', 'food songs for kids', 'kids food songs', 'food songs', 'songs for children', 'fun songs for kids', 'preschool songs', 'preschoolers', 'children’s songs', 'for kids', 'for children', 'videos for kids', 'songs for babies']",120,131777538,205956,2018-03-01,"2,046",64407
2015-03-23T00:00:01Z,Animal Sounds Songs | + More Super Simple Songs for Kids,"['www.supersimplelearning.com', 'nursery', 'Super Simple Learning', 'education', 'Best Kids Songs', 'kids songs', 'rhymes', 'Nursery Rhymes', 'Super Simple Songs', 'Animal Sounds', 'Nursery Rhyme (Literature Subject)', 'Nursery Rhyme Compilation', 'Old MacDonald Had A Farm (Composition)', 'Animal Sounds Song', 'family', 'Kids song', 'Top Kids Songs', 'toddlerific', 'Old MacDonald Had a Farm', 'Farm Animals', 'kids song collection', 'kids song compilation']",3602,131537726,209863,2015-03-23,"3,120",42160
2015-04-08T12:00:05Z,Hello! | Super Simple Songs,"['www.supersimplelearning.com', 'rhymes', 'kids song', 'nursery', 'ESL', 'preschool', 'English songs for kids', ""children's song"", 'teacher', 'kindergarten song', 'song for kids', 'Simple Songs (Composition)', 'school', 'Hello Song', 'song for toddlers', 'toddlerific', 'EFL', 'preschool song', 'classroom song', 'kindergarten', 'Super Simple Songs']",79,131262645,243551,2015-04-08,"3,104",42288
2016-06-22T15:30:00Z,Hide And Seek | featuring Noodle & Pals | Super Simple Songs,"['Kids Songs', 'Kids Song', 'Hide And Seek', 'Hide And Seek Song', 'Hide & Seek', 'Nursery Rhymes', 'Nursery Rhyme', 'Super Simple Songs', 'Rhymes for kids', 'Kids game', 'Hide and seek game']",194,129194202,140816,2016-06-22,"2,663",48515
2011-08-13T04:06:43Z,Row Row Row Your Boat | Super Simple Songs,"['nursery rhyme', 'row row', 'Songs', 'rhymes', 'parents', 'Super', 'nursery rhymes', 'preschool song', 'preschool', 'life is but a dream', 'www.supersimplelearning.com', 'row your boat', 'sing in the round', 'Mother Goose', 'nursery', 'Simple', 'family', 'esl', 'seasons', 'preschool songs', 'row row boat', 'row row row', 'SuperSimpleSongs', 'row row row the boat', 'Toddlerific', 'kindergarten', 'lullaby', 'simple songs', 'ABC Song', 'row row the boat', 'efl', 'row boat', 'education', 'Twinkle Twinkle Little Star', 'simple song']",122,129000468,115408,2011-08-13,"4,438",29067
2016-10-13T15:30:00Z,Five Little Speckled Frogs | Kids Songs | Super Simple Songs,"['Kids Songs', 'Five Little Speckled Frogs', 'five green and speckled frogs', 'Nursery Rhyme', 'Frogs Song', ""children's song"", 'Kids Song', 'Nursery Rhymes', 'Five Little Frogs', 'Speckled Frogs', ""Children's music"", '#nurseryrhymes', 'Five Frogs Song', 'Frog song', 'Super Simple Songs', 'Super Simple TV', 'animation', 'cartoon', 'videos for kids', 'rhyme', 'rhyme for kids', 'kids', 'family', 'preschool', 'kindergarten', 'preschool song', 'kids music', 'nursery songs', 'speckled', 'songs for kids', '5 little speckled frogs', 'baby songs', 'green']",183,127547913,106487,2016-10-13,"2,550",50019
2019-04-04T14:30:01Z,"Peekaboo, I Love You | Kids Songs | Super Simple Songs","['peekaboo i love you', 'peekaboo', 'peekaboo cat', 'peekaboo i love you song', 'kids songs', 'songs for kids', 'nursery rhymes', 'i love you song for kids', 'for kids', 'peekaboo game', 'love', 'educational videos for kids']",89,127503124,125264,2019-04-04,"1,647",77415
2019-04-25T14:30:00Z,Where Is Baby? | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'where is baby', ""where's baby"", 'peek a boo', 'peekaboo song for kids', 'babies songs', 'children songs', 'baby songs', 'kids song', 'children learning', 'babies videos', 'best kids songs', 'where is baby song', 'videos for babies']",193,126844489,180760,2019-04-25,"1,626",78010
2014-08-20T12:30:01Z,The Wheels On The Bus | Super Simple Songs,"['the wheels on the bus', 'wheels on the bus', 'easy english song', 'toddlerific', 'rhymes', 'action song', 'preschool song', 'nursery', 'Bus song', 'Nursery rhyme', 'wheels', 'on', 'the', 'bus', 'for kids', 'kids', 'songs', 'for toddlers', 'go round and round', 'song for kids', 'puppets', 'bus song', 'esl song', 'super simple songs', 'supersimplesongs', 'super simple song', 'kindergarten', 'nursery rhymes', 'wheels on the bus go round and round', 'children songs', 'kids songs', 'on the bus']",158,125954216,174911,2014-08-20,"3,335",37767
2020-06-11T10:30:07Z,My Yellow Car | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'my yellow car', 'my yellow car song', 'food songs for kids', 'colors song for kids', 'driving song for kids', 'preschool', 'kindergarten', 'kids song', 'colors song', 'for kids']",179,125579425,133402,2020-06-11,"1,213",103528
2014-10-25T12:30:03Z,"One For You, One For Me | Halloween Song | Super Simple Songs","['sharing song for kids', 'Simple Songs (Composition)', 'Preschool Teacher (Job Title)', 'Preschool (School Category)', 'super simple songs', 'Halloween', 'Nursery School (TV Genre)', 'kindergarten', 'super simple learning', 'Sharing Song for preschoolers', 'rhymes', 'sharing song for children', 'nursery']",170,124155947,83093,2014-10-25,"3,269",37980
2014-06-13T12:30:00Z,I See Something Blue | Colors Song for Children,"['colors song for kindergarten', 'color song', 'Kindergarten (Grade Level)', 'I see colors everywhere', 'song for kids', 'rhymes', 'nursery', 'Purple', 'kids song', 'Blue', 'colors song', 'colors song for preschool', 'colors', 'Red', 'Super Simple Songs', 'www.supersimplelearning.com', 'Yellow']",183,123699210,117908,2014-06-13,"3,403",36350
2018-05-05T14:30:01Z,This Is The Way We Get Dressed | + More Kids Songs | Super Simple Songs,"['kids songs', 'this is the way we get dressed', 'this is the way', 'super simple songs', 'put on your shoes song', 'nursery rhymes', 'brush your teeth song', 'apples and bananas song', 'songs for kids', 'dressing up song for kids', 'kid songs', 'children learning', 'kids videos', 'best nursery rhymes', 'best kids songs', 'for kids', 'supr simple', 'fun songs for kids', 'how to songs for kids', 'getting dressed songs', 'this is the way kids song', 'kids routine', 'children songs', 'kindergarten songs']",3623,122279911,342771,2018-05-05,"1,981",61726
2014-10-01T12:30:01Z,"Knock Knock, Trick Or Treat? | Halloween Song | Super Simple Songs","['kids songs', 'nursery school', 'Super Simple Songs', 'nursery rhymes', 'childrens songs', 'English kids song', 'autism', 'ESL songs', 'kids halloween song', 'song for toddlers', 'Trick Or Treating Song', 'Halloween song for kids', 'halloween songs for toddlers', 'special education', 'Trick Or Treat Song', 'nursery', 'toddlerfic', 'Knock Knock Trick Or Treat', 'kindergarten', 'songs for kids', 'preschool', 'Super Simple Learning', 'rhymes', 'English songs for kids']",300,122182144,134311,2014-10-01,"3,293",37104
2021-03-18T10:30:06Z,This Is A Happy Face | ft. Noodle & Pals | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'this is a happy song', 'noodle and pals', 'noodle & pals', 'feelings song for kids', 'emotions song for kids', 'this is a sleepy face', 'this is a angry face', 'this is a sad face']",342,121378859,120866,2021-03-18,933,130095
2016-11-22T16:30:00Z,The Ice Cream Song | Kids Songs | Super Simple Songs,"['Kids Songs', 'ice cream song', 'ice cream', 'Songs for kids', ""Children's Songs"", 'kids song', 'kids ice cream song', 'ice cream songs for kids', 'kids', 'toddlers', 'education', ""children's music"", 'nursery rhymes', 'nursery rhyme', 'childrens songs', 'Super Simple Songs', 'the ice cream song', 'ice cream song video', 'ice cream shop', '#nurseryrhymes', '#childrensmusic']",201,118447809,159101,2016-11-22,"2,510",47190
2016-02-10T16:30:00Z,Do You Like Pickle Pudding? | Super Simple Songs,"['English', 'EFL', 'nursery', 'preschool', 'ESL', 'Do You Like Spaghetti Yogurt', 'toddlers', 'Do You Like Broccoli Ice Cream', 'food song for kids', 'www.supersimplelearning.com', 'english', 'pudding', 'kindergarten', '#nurseryrhymes', 'pickle', 'Pickle Pudding', 'food song', 'kids songs', 'Super Simple Songs', 'rhymes', 'Nursery rhymes', 'smoothie']",162,117839399,144478,2016-02-10,"2,796",42146
2015-05-30T11:56:05Z,Rock Scissors Paper #1 | Finger Play Song | Super Simple Songs,"['finger song', 'nursery rhymes', 'Super Simple Songs', 'Fingerplay', 'Thumbkin', 'Rock', 'Nursery Rhyme', 'Where is thumbkin', 'Paper', 'toddlerific', 'kids', 'Super Simple Learning', 'finger family song', 'Nursery rhymes kids', 'Kids Song', 'Butterfly Song', 'children songs', 'Butterfly', 'Scissors', 'Rock Scissors Paper', 'finger family', 'kids song', 'nursery', 'Rock Paper Scissors', 'www.supersimplelearning.com', 'Frere Jacques', 'rhymes']",110,113640327,126397,2015-05-30,"3,052",37235
2020-10-29T10:30:02Z,"Peekaboo, Thank You! | Kids Song | Super Simple Songs","['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'peekaboo thank you', 'peekaboo cat', 'peekaboo song', 'peekaboo super simple songs', 'thanksgiving song for kids', 'thankful song for kids']",90,112025080,180477,2020-10-29,"1,073",104404
2016-12-03T16:30:00Z,"Mr. Sun, Sun, Mr. Golden Sun | Kids Songs | Super Simple Songs","['Mr. Sun', 'Mr. Sun song', 'Mister Sun', 'Mister Sun song', 'Mr. Golden Sun', 'Mr. Golden Sun song', 'Kids Songs', 'Nursery Rhymes', 'Super Simple Songs', 'Oh Mr. Sun', 'kids', 'education', 'toddlers', '#nurseryrhymes', '#kidssongs', '#supersimplesongs', 'songs for kids', 'rhymes']",151,111439245,109020,2016-12-03,"2,499",44594
